Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don‰Ûªt get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What‰Ûªs your ethnicity?,The organization you work for is in which of the following?
2/28/17 11:01,9,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,Yes,Data Scientist,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Communication;Exploration,Both,Business Intelligence Tools;Completely custom,No,Engineering;Research,45,20,5,15,20,Tableau;D3;Leaflet;Other Javascript;React;Angular;Vega,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Presentations,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Flow Diagram;Icicle;Timeline;Heatmap,General Public;Engineers;Scientists;Product Managers,Intro;Moderate;Expert,Daily,Entertainment;Analysis;Learning;Research,Collaborative,had to do regular front-end tasks (such as build forms) in addition to vis work and expected to handle that regularly,lack of engineering support for data pipeline. ,clear scope of work that separates front-end dev and vis role. ,more engineering resources (our team hired a junior software engineer to help  recently and my life has been much better since),Non-engineers just want something eye-catching. Some think visualization has values but does not see how we can help them. Some cannot tell the difference between vis person and front-end dev. Knowing how to code in D3 and designing an effective vis are different- but not every get this. ,Make data vis an essential part of data science workflow. Increase the priority of data presentation- not just analysis. ,How to build a successful data visualization team? Strategy for finding projects  that create impact and how to insert ourselves into other teams workflow? How to effectively build new interesting projects and maintain multiple systems from the past? ,IEEEvis;OpenVisConf;NYT;Nathan Yau,More,male,26 - 35,USA or Canada,asian,Private sector
2/28/17 23:44,5,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Graphic Designer,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Other,Communication,Embedded in another team,General charting libraries,Don't Know,Design,20,0,0,80,0,Illustrator;Excel,We have a set list of tools we're expected to use for data visualization.,Static Web Page;Documents;Presentations;Email,Line Chart;Infographics;Flow Diagram,General Public;Politicians,Moderate,Quarterly,Summarization;Learning,Subordinate,Little recognition,,Timing,More research,Recognition,More research,More research in communication,Jaime Serra,Same,male,56+,Europe,white,Public sector
3/2/17 11:21,4,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,PhD Candidate ,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Student,,,,,,35,,,5,50,Excel;Plotly;ggplot;Other R;ArcGIS;QGIS,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Choropleth Map;Raster Map,General Public;Analysts,Moderate;Expert,Monthly,Analysis;Summarization;Research,Subordinate,low Pay,Time to create decent visualizations. Being responsible for the whole pipeline takes time I often don't have ,Wider adoption and understanding of scripting approaches (preferably R) but any would be nice. Would clarify my work processes immensely,Being able to switch between R and Python tools seamlessly,The importance of data preparation before visualization ,Better compensation or more regular work,More examples of the full pipeline of work from collection to cleaning and integrating different tools like ggplot and illustrator ,James Cheshire;Stephen Few;NYT,Much more,male,26 - 35,USA or Canada,black,Public sector
2/27/17 22:06,4,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Social Network Analysis Researcher,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Data visualization is only part of my job,Consultant,,,,,,30,0,30,20,20,Illustrator;Excel;Tableau;D3;Cytoscape;ORA Netscenes,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Dendrogram;Network Diagram,General Public;Scientists;Project Managers;Executives,Intro,Yearly,Analysis;Research;Strategy; Decision-Making,Collaborative,managing client expectations; clients seek innovative insights- but want to defer to traditional methods,Access to data,,There is always room for improvement- but not sure what one thing I would change,The amount of time it takes to produce; the computational components that produces the visual results,Easy accesses to data. Much of my time is spent in data collection (in part due to the nature of my work),The ethical and civic responsibilities that need to be considered when collecting- handling or visualizing social data. Although humans play a large role in creating data and are often the subjects of data. Visualization- data science and sociological research are often discussed separately ,Jan Willem Tulp;Jer Thorp,Much more,female,26 - 35,USA or Canada,white,Mixed
3/5/17 11:44,4,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Consultant (Visual Analytics Behavioural Science Data Strategy),Data Visualization Role has higher compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Consultant,,,,,,50,10,10,10,20,Excel;Tableau;Plotly;D3;Processing;Leaflet;WebGL;ggplot;Pandas;Gephi,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Treemap;Network Diagram,General Public;Analysts;Executives,Intro;Moderate,Daily,Analysis;Summarization;Learning;decision making,Consultative,being brought in at the end- when its too late to fix bad strategies- poor design- and products based on little-to-no user research,Quality of tooling: Tableau doesn't scale (embedding) without great expense- D3 means starting from the ground up- libraries (chart.js etc etc) have poor expressiveness- Looker and other pro-level (expensive) tools are typologies not grammars (like ggplot is). But ggplot2 doesn't play well with things outside of R so... ,,,They think a developer choosing a graph from a typology and mashing a dashboard together is acceptable,better understanding of design- UX- and data literacy,next generation tools and technologies,Jaques Bertin,More,male,36 - 45,Europe,,Private sector
3/2/17 9:24,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Senior Security Advocate / Senior Editor,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Communication;Exploration,Both,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Design;Engineering;Marketing;Research;Security,15,3,5,10,3,Excel;ggplot;Other R,I'm able to choose my own tools.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Infographics;Treemap;Choropleth Map;Sankey Graph,General Public;Analysts;Executives,Expert,Quarterly,Summarization;Learning,Consultative,not enough time to learn and do everything I need to,Learning curve of R and data visualization in general,,Level of knowledge- I'm still a beginner.  But I'm continually learning and stretching my knowledge.,I don't feel that way- my work is widely recognized within the org as being one of our primary thought leadership vehicles.,A raise!  ,I use a Slack channel with leaders in the security data viz field extensively for help in R and visualization.  I'd like to see that sort of leadership available to others.,Jay Jacobs;Bob Rudis;Lane Harrison,Much more,male,46 - 55,USA or Canada,white,Private sector
2/28/17 11:40,10,PhD,Mostly Self-Taught,Intended to work in data visualization,No,Associate Professor,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Research,Embedded in another team,Completely custom,No,Research,5,0,1,5,0,D3;ggplot;Other Python;Java;JavaScript;Inkscape,I'm able to choose my own tools.,Documents;Presentations;Interactive web page,Bar Chart,Engineers;Scientists,Intro,Yearly,Summarization;Research,,,,,,,,,Jean-Daniel Fekete;Tamara Munzner;Jeffrey Heer;Jarke van Wijk,Less,male,36 - 45,USA or Canada,white,Public sector
3/1/17 12:06,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Professor Emeritus (Physics),Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Other,Analysis;Summary/Overview;Communication;Exploration,Both,Completely custom,Yes,Engineering;Research;IT;hobbyists,10,10,5,10,5,Other Python;Java;PGPLOT;Custom Charting Tools;FORTRAN;C;PHP,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents;Presentations;Part of all data analysis packages,Old-fashioned 2D and 3D Figures,General Public;Scientists;Students,Intro;Moderate;Expert,Hourly,Analysis;Summarization;Learning;Research,Collaborative,I'm not smart enough.,Every package demands total immersion and commitment to it.  What ever happened to simple pluggable Methods?,It might be nice to get PAID- but then there'd be pressure....,A nice library of visualization tools callable from any language and implemented on every platform would satisfy all my needs.  ,Just because it's FUN doesn't mean it's not serious work!,A nice library of visualization tools callable from any language and implemented on every platform would satisfy all my needs.  ,"More universality- interoperability and pluggability!  Stop competing for ""top app""!!",Jed Brewer,More,male,56+,USA or Canada,white,Not-for-profit
2/27/17 14:27,10,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Professor,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Both,Business Intelligence Tools;ggplot2/Pandas Charts,Yes,Design;Engineering;Marketing;Research;IT,5,10,5,5,5,Illustrator;Excel;Tableau;D3;Processing;WebGL;ggplot;React,I'm able to choose my own tools.,Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap;Network Diagram;Choropleth Map,General Public;Scientists,Intro;Moderate;Expert,Quarterly,Analysis;Research,Collaborative,"many ""bosses""",I'll never be as good at tool X as person Y,Less admin work; more time for data,i'd like to be able to support (donations) the people who make the best vis stuff; particularly up and comers,that it's iterative; first draft always dies,,what does the future look like; not just the future you're working on,Jeffrey Heer,More,male,26 - 35,USA or Canada,white,Private sector
2/28/17 19:54,10,PhD,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Human Interfaces Manager,Data Visualization Role has higher compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Separate data visualization team,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Engineering,10,20,20,50,10,Excel;D3;Processing;Leaflet;WebGL;Other Javascript;ggplot;Pandas;Java;React;Angular;ArcGIS;QGIS;Other GIS,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents;Presentations;Email,Line Chart;Bar Chart;Treemap;Dendrogram;Choropleth Map;Flow Diagram;3D Chart;VR/AR Charting,Analysts;Engineers;Scientists,Moderate;Expert,Hourly,Analysis;Summarization;Learning;Research,Collaborative,Entrenched interests which block adoption of many new approaches,Rainbow color palette and other legacy traditions owns mindshare so many bad visualization are produced and knowledge of professional discipline is diminished,,Oblige evaluation of systems,That it can make them much more effective at their own work,,,Jeffrey Heer,More,male,36 - 45,USA or Canada,white,Public sector
3/7/17 8:26,8,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Postdoctoral Researcher,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,Don't Know,Design;Engineering;Research,70,0,0,,,Tableau;D3;Processing;ggplot;Other R,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page,Bar Chart;timelines;calendars,General Public;Analysts;educators;historians;journalists,Moderate,,Learning;storytelling,,Balancing research w/ development work (role requires both),As a researcher- I'm evaluated by research results (i.e.- publications)- but the visualization research questions I have regarding the use of visualization tools in practice requires deployment of robust prototypes- a longer-term process involving substantial development time.,More development support and more collaboration during visualization development (I'm currently doing all development work myself),,Some believe visualization is only for presentation- others for data analysis; we need to communicate that there is a continuum between the two- and that different techniques are suitable for different points along this continuum- hence the need for research to identify the right techniques.,More development support and more collaboration during visualization development (I'm currently doing all development work myself),What makes an effective visualization team? What unsolved questions do practitioners want researchers to answer? (i.e.- what should researchers focus on? What should visualization researchers focus less on? How can researchers better communicate our findings to practitioners?,Jeffrey Heer;Ben Shneiderman;Mike Bostock;Tamara Munzner;Alberto Cairo;Fernanda ViÌ©gas;Martin Wattenberg,Much more,male,26 - 35,USA or Canada,white,Private sector
2/27/17 16:51,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Head of Product,Data Visualization Role has higher compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Marketing;Product,Embedded in another team,Business Intelligence Tools;Completely custom,Yes,Design;Research;Product;Data Science,20,0,20,20,0,Excel;Tableau;D3,I'm able to choose my own tools.,Dashboard;Presentations;Product,Line Chart;Bar Chart;Pie Chart;Choropleth Map,General Public;Analysts;Engineers;Medical Professionals;Product Managers;Executives,Moderate;Expert,Daily,Analysis;Summarization;Research,Collaborative,,,,,,,,Jeffrey Heer;Jawbone;FB,More,male,36 - 45,USA or Canada,white,Private sector
3/3/17 3:51,7,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Director Office of Data Research and Accountability,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Summary/Overview;Communication,,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom;Modeling,Yes,Research;C suite,5,5,10,5,10,Tableau;Plotly;Other BI;D3;Leaflet;Highcharts;Other Javascript;ggplot;Other R;Pandas;Other Python;Java;React;Angular;Other MVC;Vega;QGIS;Stata,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Documents;Presentations,Line Chart,General Public;Analysts;Product Managers;Project Managers;Executives,Intro,Yearly,Reporting requirements,Subordinate,Too many meetings and difficulties hiring team members,Lack of trust that I am selecting the best and most appropriate method to visualize the data.,Staffing,more acceptance of visualization decisions,The time and effort required to create visualizations when working with large transactional systems that require extensive cleaning and preparation.,Additional staff,Strategies for educating the audience about data visualization and why certain choices are made.,Jeffrey Heer;Mike Bostock;Andy Kirk,Much more,male,26 - 35,USA or Canada,white,Public sector
2/27/17 14:16,7,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,PhD Candidate,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Student,,,,,,10,10,10,10,10,Illustrator;Excel;D3;ggplot;Pandas,I'm able to choose my own tools.,Embedded in a tool;Documents;Presentations;Email,Line Chart;Bar Chart;Network Diagram;scientific visualization,General Public;Scientists,Intro;Expert,Monthly,Analysis;Learning;Research,Collaborative,Lots of writing- less visualization (true of most vis PhDs),"Aside from wrangling- not having time to delve deep and only create things that are ""good enough""",Spend less time writing and more time implementing,Having time to outline sustainable collaboration models to lessen communication overhead that comes with starting up new projects and maintaining existing ones,"With visualization research there tends to be a perspective towards ""expanding human knowledge"" rather than valuing open source systems research output- which can be frustrating at times.",Reallocate time to favor visualization development,"More information on how to navigate the ""soft skill"" issues that come with visualization practice (e.g.- finding data- dealing with the reality that most people don't want anything more complicated than a bar chart- etc.)",Jeffrey Heer;Tamara Munzner;Amanda Cox;Mike Bostock,More,male,26 - 35,USA or Canada,white,Academic
3/4/17 18:10,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Manager,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Exploration,Embedded in another team,Business Intelligence Tools,Don't Know,Research;Business intelligence ,50,20,20,5,5,Illustrator;Excel;Tableau;Mapbox;ArcGIS,I'm able to choose my own tools.,Dashboard;Presentations,Line Chart;Bar Chart;Infographics,General Public;Analysts;Medical Professionals;Project Managers;Executives,Expert,Weekly,Analysis;Summarization;Learning;Research,Consultative,Not being included in the big picture- just being asked for a specific thing- which doesn't show the whole picture.,,,,,,,Jeff Schaffer;Steve Wexler;Stephen Few,Much more,female,26 - 35,USA or Canada,white,Public sector
2/27/17 13:51,5,Bachelors,Mostly Self-Taught,Intended to work in data visualization,No,Senior Visualization Designer,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Summary/Overview;Communication;Marketing,Separate data visualization team,Completely custom,No,Design,45,0,0,45,10,Illustrator;Excel;D3;Processing;Leaflet;WebGL;Other Javascript;Angular,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Treemap;Network Diagram;Choropleth Map;Flow Diagram,General Public;Analysts;Executives;Lawyers,Intro;Moderate;Expert,Weekly,Summarization;Learning;Research,Consultative,Getting clients to understand the process.,Balancing time spent customizing vs building tools.,Better project management- and more time for R&D.,Higher level of visual polish.,How design decisions follow from patterns in the data- rather than a preconceived narrative.,More time.,Balancing tool making with customization.,Jer Thorp,More,male,26 - 35,USA or Canada,white,Private sector
2/28/17 17:54,10,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,,Data Visualization Role has higher compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,Completely custom,No,Engineering;Research,15,15,15,20,5,Java,I'm able to choose my own tools.,Embedded in a tool;Documents;Presentations,Line Chart;Bar Chart;Parallel coordinates ,Engineers;Scientists;Project Managers,Expert,Weekly,Analysis;Learning;Research,Collaborative,Funding support,Turning designs into prototypes ,Unlimited funding,Less engineering more design focus,Graphic design principles ,Funding support stability ,How to publish more effectively ,John Stasko,Much more,male,36 - 45,USA or Canada,white,Public sector
3/1/17 14:20,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Head Policy Analysis,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview,Embedded in another team,Business Intelligence Tools,No,Research;Policy,5,1,0,0,1,Excel;Cognos BI,We have a set list of tools we're expected to use for data visualization.,Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Network Diagram;Flow Diagram;3D Chart,Analysts;Executives,Intro,Weekly,Analysis;Summarization;Research,Consultative,Lack of data knowledge amongst collegues,Lack of flexibility in tools- tableau and others are not available,Flexibility in use of tools,I would use R and tableau,The presentation selected matters to the understanding of the information,Ability to use R and tableau,How to teach staff how to use new tools and be interested in data (amongst non-experts),John Tukey;Nathan Yau,More,male,36 - 45,USA or Canada,white,Public sector
3/4/17 21:03,3,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Head of Analytics ,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Communication,Embedded in another team,Business Intelligence Tools,No,Research,10,20,20,20,20,Excel;Tableau;Gephi,We have a set list of tools we're expected to use for data visualization.,Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Flow Diagram,General Public;Analysts;Scientists;Executives,Moderate,Monthly,Analysis;Summarization,Subordinate,IT security,People not appreciating it,More time to explore ,Learn more,That I trying to make it easier for them to understand the data ,,,Jon Schwabish,Much more,female,26 - 35,Oceania,white,Public sector
3/2/17 11:41,3,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Consultant,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;Excel,No,Design;Research,30,20,20,20,10,Illustrator;Excel;Tableau;Gephi;Other Network Visualization Suite,We have a set list of tools we're expected to use for data visualization.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Network Diagram;Flow Diagram,General Public;Analysts;Project Managers;Philanthropic/Public Sector Clients,Expert,Monthly,Analysis;Summarization;Learning,Collaborative,low compensation for number of hours worked,lack of understanding of the time burden/value of data visualization,more time to be thoughtful/innovative,training in R,how much time it takes,more time to be thoughtful/innovative,"more about how to create culture change within orgs that are not already ""there""",Jon Schwabish;Cole Nussbaumer Knaflic;Nathan Yau,Same,female,25 or younger,USA or Canada,white,Private sector
3/6/17 0:19,6,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Visualisation Analyst,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Exploration,Both,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,Yes,Design;Research;Analytics,50,10,10,20,10,Tableau;Mapbox;QGIS,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Presentations,Line Chart;Bar Chart;Infographics;Treemap;Network Diagram;Choropleth Map;Flow Diagram;Scatter;Sankey;Waffle;Donut,General Public;Analysts;Product Managers;Executives;Operations,Expert,Daily,Analysis;Summarization,Collaborative,Lack of understanding of reporting vs analytics,Use of cross tabs (by clients),More R&D time,Understanding that Data Viz requires expertise,Compromises we have to make,More understanding (from Client) of the skills of Data Viz,"Keep on the mission to make Data Visualisation the ""normal"" way analytics is done",Jonathan Drummey,Much more,male,36 - 45,Europe,white,Private sector
3/1/17 23:19,10,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Founder / Managing Director,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Contractor,,,,,,30,20,10,30,10,D3;Mapbox;React;QGIS;Gephi,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Documents,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Custom designed charts/combinations,General Public;Scientists,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research;Communication,Collaborative,Challenge I: Fully integrate non-tech/non-data literate team members into the process and decisions. Challenge II: expectation on client side of cost involved in data visualization projects,Turn-around/flexibility shaping data and output still not fast/high enough.,Visual tools for on-the-fly data wrangling,Enable long term perspective of data visualization as a communicative medium (collaboration based on/around charts),,More time for projects/clients approaching earlier in the process,Less quantity more quality of output. But discussions and polite & interesting exchange are already at a pretty high level,Jonathan Harris;Moritz Stefaner;Fernanda ViÌ©gas;Martin Wattenberg;Ben Fry;Wes Grubbs;Jer Thorp,Much more,male,26 - 35,,,Private sector
2/27/17 13:33,5,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Business Analyst,Data Visualization Role has higher compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Hired to do data visualization,Contractor,,,,,,20,0,0,10,5,Excel;Tableau;D3;ggplot,I'm able to choose my own tools.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Network Diagram;Choropleth Map;Flow Diagram,General Public;Analysts;Product Managers;Project Managers;Executives,Moderate,Monthly,Analysis;Summarization,Consultative,Not enough data visualisation work,Trying to explain the value,100 focus on data presentation- design and consultancy,More access to dev tools on work PCs,The background in design- perception- data analysis that is required,More embedded Data Viz roles in government,,Kaiser Fung,Much more,male,36 - 45,Oceania,,Public sector
2/28/17 13:07,9,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Information Analyst,Data Visualization Role has same compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,IT,20,5,5,20,50,Excel;Tableau;Power BI;D3;ggplot;Pandas;Other GIS;Gephi,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Dendrogram;Network Diagram;Choropleth Map;Flow Diagram,General Public;Analysts;Project Managers;Executives,Intro;Moderate;Expert,Monthly,Entertainment;Analysis;Summarization,Consultative,,Easy to use self-service tools not widely available,,,They could do a good amount of it if trained properly.,,Designers/engineers making more tools for the masses without the need for coding.,Kaiser Fung;Alberto Cairo;Moritz Stefaner,Much more,male,36 - 45,USA or Canada,black,Not-for-profit
3/3/17 20:34,10,Bachelors,Mostly Self-Taught,Intended to work in data visualization,No,Data Scientist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Hired to do data visualization,Consultant,,,,,,10,10,10,5,40,Leaflet;Highcharts;ggplot;Other R;QGIS,I'm able to choose my own tools.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Flow Diagram;Scatter plots; heatmaps ,General Public;Analysts;Engineers;Executives,Moderate,Weekly,Analysis;Research;Operational decisions ,Consultative,Not enough contact with end users.,Lack of opportunity for innovation.,More emphasis on research and data vis; less on business/admin.,Have more opportunity to experiment.,The value of working with end users to determine their needs- rather than working to an arbitrary spec.,More time for research.,Connecting the experimental to the practical.,Kamal Hothi;Keith Ng;Chris McDowall,More,male,46 - 55,Oceania,white,Private sector
2/28/17 1:22,5,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Interaction Designer,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview,Both,Business Intelligence Tools;Completely custom,Yes,Design,10,5,0,60,15,Illustrator;D3;Mapbox;Other Javascript,I'm able to choose my own tools.,Dashboard;Scrollytelling;Static Web Page,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Network Diagram;Choropleth Map;Raster Map;Flow Diagram,General Public;Product Managers;Executives,Intro,Monthly,Analysis;Summarization,Consultative,CLIENTS,CLIENTS,Get clients that are smarter than amoebas,Get clients that are smarter than amoebas,simplicity is not a negative thing,higher $$$,how to make clients not dumb,LUST,Same,male,26 - 35,Europe,white,Private sector
2/27/17 13:07,8,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Software Architect,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Engineering,2,5,1,10,8,D3;Processing;Other Javascript;React;Vega;Vega-Lite,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Email,Line Chart;Bar Chart;Choropleth Map,Analysts;Engineers;Executives,Expert,Daily,Analysis;Summarization,Consultative,Asked to focus on many things aside from data visualization so it just is rarely prioritized.,Not enough time to explore data and do expositional work.,Not having to go searching for the dataset to do data visualization about as often.,Write up more what is being attempted so others can learn from the attempts and improve or offer alternative solutions to the same problem. Or can likewise lay out what is the purpose for the vis they're doing.,How to effectively ask for it to be done. It is valued when done- but nobody knows how to really ask for it well.,Allowed to focus on data visualization for extended periods of time.,Where more work needs to be done and published to move the field forward.,Lynn Cherny;Mike Bostock;Jeffrey Heer;Nadieh Bremer;Alberto Cairo;Tamara Munzner;Shirley Wu;Curran Kelleher,Much more,male,36 - 45,USA or Canada,white,Private sector
